team1,team2,match_date,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over
Lucknow Super Giants,Sunrisers Hyderabad,2024-05-08,Lucknow Super Giants,bat,Sunrisers Hyderabad,TM Head,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"KL Rahul, Q de Kock, MP Stoinis, KH Pandya, N Pooran, A Badoni, DJ Hooda, K Gowtham, Yash Thakur, Ravi Bishnoi, Naveen-ul-Haq","T Natarajan, Abhishek Sharma, TM Head, Nithish Kumar Reddy, H Klaasen, Abdul Samad, Shahbaz Ahmed, Sanvir Singh, PJ Cummins, B Kumar, JD Unadkat, V Viyaskanth",17,57,League,wickets,10.0,166.0,20.0,N
Royal Challengers Bengaluru,Punjab Kings,2024-05-09,Punjab Kings,field,Royal Challengers Bengaluru,V Kohli,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,"Yash Dayal, V Kohli, F du Plessis, WG Jacks, RM Patidar, C Green, KD Karthik, MK Lomror, Swapnil Singh, KV Sharma, Mohammed Siraj, LH Ferguson","V Kaverappa, P Simran Singh, JM Bairstow, RR Rossouw, Shashank Singh, JM Sharma, LS Livingstone, SM Curran, Ashutosh Sharma, HV Patel, RD Chahar, Arshdeep Singh",17,58,League,runs,60.0,242.0,20.0,N
Gujarat Titans,Chennai Super Kings,2024-05-10,Chennai Super Kings,field,Gujarat Titans,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"S Sandeep Warrier, B Sai Sudharsan, Shubman Gill, DA Miller, M Shahrukh Khan, MS Wade, R Tewatia, Rashid Khan, Noor Ahmad, UT Yadav, MM Sharma, Kartik Tyagi","TU Deshpande, AM Rahane, R Ravindra, RD Gaikwad, DJ Mitchell, MM Ali, S Dube, RA Jadeja, MS Dhoni, MJ Santner, SN Thakur, Simarjeet Singh",17,59,League,runs,35.0,232.0,20.0,N
Kolkata Knight Riders,Mumbai Indians,2024-05-11,Mumbai Indians,field,Kolkata Knight Riders,CV Varun,"Eden Gardens, Kolkata",Kolkata,"VG Arora, PD Salt, SP Narine, VR Iyer, SS Iyer, N Rana, AD Russell, RK Singh, Ramandeep Singh, MA Starc, Harshit Rana, CV Varun","N Thushara, Ishan Kishan, RG Sharma, SA Yadav, Tilak Varma, HH Pandya, TH David, N Wadhera, Naman Dhir, A Kamboj, PP Chawla, JJ Bumrah",17,60,League,runs,18.0,158.0,16.0,N
Royal Challengers Bengaluru,Delhi Capitals,2024-05-12,Delhi Capitals,field,Royal Challengers Bengaluru,C Green,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,"V Kohli, F du Plessis, WG Jacks, RM Patidar, C Green, MK Lomror, KD Karthik, Swapnil Singh, KV Sharma, Mohammed Siraj, Yash Dayal, LH Ferguson","KK Ahmed, DA Warner, J Fraser-McGurk, Abishek Porel, SD Hope, Kumar Kushagra, AR Patel, T Stubbs, Rasikh Salam, Kuldeep Yadav, Mukesh Kumar, I Sharma",17,61,League,wickets,5.0,142.0,20.0,N
Rajasthan Royals,Chennai Super Kings,2024-05-12,Rajasthan Royals,bat,Chennai Super Kings,Simarjeet Singh,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"N Burger, YBK Jaiswal, JC Buttler, SV Samson, R Parag, Dhruv Jurel, SB Dubey, R Ashwin, TA Boult, Avesh Khan, Sandeep Sharma, YS Chahal","R Ravindra, RD Gaikwad, DJ Mitchell, MM Ali, S Dube, RA Jadeja, Sameer Rizvi, MS Dhoni, SN Thakur, TU Deshpande, Simarjeet Singh, M Theekshana",17,62,League,runs,47.0,188.0,20.0,N
Delhi Capitals,Lucknow Super Giants,2024-05-14,Lucknow Super Giants,field,Delhi Capitals,I Sharma,"Arun Jaitley Stadium, Delhi",Delhi,"I Sharma, J Fraser-McGurk, Abishek Porel, SD Hope, RR Pant, T Stubbs, AR Patel, Gulbadin Naib, Rasikh Salam, Mukesh Kumar, Kuldeep Yadav, KK Ahmed","Mohsin Khan, Q de Kock, KL Rahul, MP Stoinis, DJ Hooda, N Pooran, A Badoni, KH Pandya, Arshad Khan, Yudhvir Singh, Ravi Bishnoi, Naveen-ul-Haq",17,63,League,runs,19.0,209.0,20.0,N
Rajasthan Royals,Punjab Kings,2024-05-15,Rajasthan Royals,bat,Punjab Kings,SM Curran,"Barsapara Cricket Stadium, Guwahati",Guwahati,"YBK Jaiswal, T Kohler-Cadmore, SV Samson, R Parag, R Ashwin, Dhruv Jurel, R Powell, D Ferreira, TA Boult, Avesh Khan, Sandeep Sharma, YS Chahal","Arshdeep Singh, P Simran Singh, JM Bairstow, RR Rossouw, Shashank Singh, SM Curran, JM Sharma, Ashutosh Sharma, Harpreet Brar, HV Patel, NT Ellis, RD Chahar",17,64,League,wickets,5.0,145.0,20.0,N
Lucknow Super Giants,Mumbai Indians,2024-05-17,Mumbai Indians,field,Lucknow Super Giants,N Pooran,"Wankhede Stadium, Mumbai",Mumbai,"Naveen-ul-Haq, KL Rahul, D Padikkal, MP Stoinis, DJ Hooda, N Pooran, Arshad Khan, A Badoni, KH Pandya, MJ Henry, Ravi Bishnoi, Mohsin Khan","N Thushara, RG Sharma, D Brevis, SA Yadav, Ishan Kishan, HH Pandya, N Wadhera, Naman Dhir, R Shepherd, A Kamboj, PP Chawla, Arjun Tendulkar",17,65,League,runs,18.0,215.0,20.0,N
Royal Challengers Bengaluru,Chennai Super Kings,2024-05-18,Chennai Super Kings,field,Royal Challengers Bengaluru,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,"Swapnil Singh, V Kohli, F du Plessis, RM Patidar, C Green, KD Karthik, GJ Maxwell, MK Lomror, Yash Dayal, KV Sharma, Mohammed Siraj, LH Ferguson","M Theekshana, RD Gaikwad, R Ravindra, DJ Mitchell, AM Rahane, S Dube, RA Jadeja, MJ Santner, MS Dhoni, SN Thakur, TU Deshpande, Simarjeet Singh",17,66,League,runs,27.0,219.0,20.0,N
Punjab Kings,Sunrisers Hyderabad,2024-05-19,Punjab Kings,bat,Sunrisers Hyderabad,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"Arshdeep Singh, Atharva Taide, P Simran Singh, RR Rossouw, Shashank Singh, JM Sharma, Ashutosh Sharma, Shivam Singh, R Dhawan, Harpreet Brar, HV Patel, RD Chahar","T Natarajan, TM Head, Abhishek Sharma, RA Tripathi, Nithish Kumar Reddy, H Klaasen, Shahbaz Ahmed, Abdul Samad, Sanvir Singh, PJ Cummins, B Kumar, V Viyaskanth",17,67,League,wickets,4.0,215.0,20.0,N
Sunrisers Hyderabad,Kolkata Knight Riders,2024-05-21,Sunrisers Hyderabad,bat,Kolkata Knight Riders,MA Starc,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"TM Head, Abhishek Sharma, RA Tripathi, Nithish Kumar Reddy, Shahbaz Ahmed, H Klaasen, Abdul Samad, Sanvir Singh, PJ Cummins, B Kumar, V Viyaskanth, T Natarajan","Rahmanullah Gurbaz, SP Narine, VR Iyer, SS Iyer, RK Singh, AD Russell, Ramandeep Singh, MA Starc, VG Arora, Harshit Rana, CV Varun",17,68,Qualifier 1,wickets,8.0,160.0,20.0,N
Royal Challengers Bengaluru,Rajasthan Royals,2024-05-22,Rajasthan Royals,field,Rajasthan Royals,R Ashwin,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"V Kohli, F du Plessis, C Green, RM Patidar, GJ Maxwell, MK Lomror, KD Karthik, Swapnil Singh, KV Sharma, Yash Dayal, Mohammed Siraj, LH Ferguson","YS Chahal, YBK Jaiswal, T Kohler-Cadmore, SV Samson, R Parag, Dhruv Jurel, SO Hetmyer, R Powell, R Ashwin, TA Boult, Avesh Khan, Sandeep Sharma",17,69,Eliminator,wickets,4.0,173.0,20.0,N
Sunrisers Hyderabad,Rajasthan Royals,2024-05-24,Rajasthan Royals,field,Sunrisers Hyderabad,Shahbaz Ahmed,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"TM Head, Abhishek Sharma, RA Tripathi, AK Markram, H Klaasen, Nithish Kumar Reddy, Abdul Samad, Shahbaz Ahmed, PJ Cummins, JD Unadkat, B Kumar, T Natarajan","YS Chahal, YBK Jaiswal, T Kohler-Cadmore, SV Samson, R Parag, Dhruv Jurel, R Ashwin, SO Hetmyer, R Powell, TA Boult, Sandeep Sharma, Avesh Khan",17,70,Qualifier 2,runs,36.0,176.0,20.0,N
Sunrisers Hyderabad,Kolkata Knight Riders,2024-05-26,Sunrisers Hyderabad,bat,Kolkata Knight Riders,MA Starc,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"Abhishek Sharma, TM Head, RA Tripathi, AK Markram, Nithish Kumar Reddy, H Klaasen, Shahbaz Ahmed, Abdul Samad, PJ Cummins, JD Unadkat, B Kumar, T Natarajan","Rahmanullah Gurbaz, SP Narine, VR Iyer, SS Iyer, RK Singh, AD Russell, Ramandeep Singh, MA Starc, VG Arora, Harshit Rana, CV Varun",17,71,Final,wickets,8.0,114.0,20.0,N
Kolkata Knight Riders,Royal Challengers Bengaluru,2025-03-22,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,KH Pandya,"Eden Gardens, Kolkata",Kolkata,"VG Arora, Q de Kock, SP Narine, AM Rahane, VR Iyer, A Raghuvanshi, RK Singh, AD Russell, Ramandeep Singh, Harshit Rana, SH Johnson, CV Varun","Suyash Sharma, PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, TH David, KH Pandya, Rasikh Salam, JR Hazlewood, Yash Dayal",18,1,League,wickets,7.0,175.0,20.0,N
Mumbai Indians,Chennai Super Kings,2025-03-23,Chennai Super Kings,field,Chennai Super Kings,Noor Ahmad,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"V Puthur, RG Sharma, RD Rickelton, WG Jacks, SA Yadav, Tilak Varma, R Minz, Naman Dhir, MJ Santner, DL Chahar, TA Boult, PVSN Raju","KK Ahmed, R Ravindra, RA Tripathi, RD Gaikwad, S Dube, DJ Hooda, SM Curran, RA Jadeja, MS Dhoni, R Ashwin, Noor Ahmad, NT Ellis",18,2,League,runs,44.0,287.0,20.0,N
Sunrisers Hyderabad,Rajasthan Royals,2025-03-23,Rajasthan Royals,field,Sunrisers Hyderabad,Ishan Kishan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"A Zampa, Abhishek Sharma, TM Head, Ishan Kishan, Nithish Kumar Reddy, H Klaasen, Aniket Verma, A Manohar, PJ Cummins, Simarjeet Singh, HV Patel, Mohammed Shami","Fazalhaq Farooqi, YBK Jaiswal, SV Samson, R Parag, N Rana, Dhruv Jurel, SO Hetmyer, SB Dubey, JC Archer, M Theekshana, TU Deshpande, Sandeep Sharma",18,3,League,wickets,4.0,156.0,20.0,N
Lucknow Super Giants,Delhi Capitals,2025-03-24,Delhi Capitals,field,Delhi Capitals,Ashutosh Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,"M Siddharth, AK Markram, MR Marsh, N Pooran, RR Pant, DA Miller, A Badoni, SN Thakur, Shahbaz Ahmed, Ravi Bishnoi, DS Rathi, Prince Yadav","Mukesh Kumar, J Fraser-McGurk, F du Plessis, Abishek Porel, Sameer Rizvi, AR Patel, T Stubbs, Ashutosh Sharma, V Nigam, MA Starc, Kuldeep Yadav, MM Sharma",18,4,League,wickets,1.0,210.0,20.0,N
Punjab Kings,Gujarat Titans,2025-03-25,Gujarat Titans,field,Punjab Kings,SS Iyer,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"Priyansh Arya, P Simran Singh, SS Iyer, Azmatullah Omarzai, GJ Maxwell, MP Stoinis, Shashank Singh, Suryansh Shedge, M Jansen, Arshdeep Singh, YS Chahal, Vijaykumar Vyshak","B Sai Sudharsan, Shubman Gill, JC Buttler, SE Rutherford, R Tewatia, M Shahrukh Khan, Arshad Khan, R Sai Kishore, Rashid Khan, K Rabada, Mohammed Siraj, M Prasidh Krishna",18,5,League,runs,11.0,244.0,20.0,N
Rajasthan Royals,Kolkata Knight Riders,2025-03-26,Kolkata Knight Riders,field,Kolkata Knight Riders,Q de Kock,"Barsapara Cricket Stadium, Guwahati",Guwahati,"YBK Jaiswal, SV Samson, R Parag, N Rana, PWH de Silva, Dhruv Jurel, SB Dubey, SO Hetmyer, JC Archer, M Theekshana, TU Deshpande, Sandeep Sharma","CV Varun, MM Ali, Q de Kock, AM Rahane, A Raghuvanshi, VR Iyer, RK Singh, AD Russell, Ramandeep Singh, SH Johnson, VG Arora, Harshit Rana",18,6,League,wickets,8.0,152.0,20.0,N
Sunrisers Hyderabad,Lucknow Super Giants,2025-03-27,Lucknow Super Giants,field,Lucknow Super Giants,SN Thakur,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"TM Head, Abhishek Sharma, Ishan Kishan, Nithish Kumar Reddy, H Klaasen, Aniket Verma, A Manohar, PJ Cummins, HV Patel, Mohammed Shami, Simarjeet Singh, A Zampa","DS Rathi, MR Marsh, AK Markram, N Pooran, RR Pant, A Badoni, DA Miller, Abdul Samad, SN Thakur, Ravi Bishnoi, Prince Yadav, Avesh Khan",18,7,League,wickets,5.0,191.0,20.0,N
Royal Challengers Bengaluru,Chennai Super Kings,2025-03-28,Chennai Super Kings,field,Royal Challengers Bengaluru,RM Patidar,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"Suyash Sharma, PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, TH David, KH Pandya, B Kumar, JR Hazlewood, Yash Dayal","M Pathirana, R Ravindra, RA Tripathi, RD Gaikwad, DJ Hooda, SM Curran, S Dube, RA Jadeja, R Ashwin, MS Dhoni, Noor Ahmad, KK Ahmed",18,8,League,runs,50.0,197.0,20.0,N
Gujarat Titans,Mumbai Indians,2025-03-29,Mumbai Indians,field,Gujarat Titans,M Prasidh Krishna,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"I Sharma, B Sai Sudharsan, Shubman Gill, JC Buttler, M Shahrukh Khan, SE Rutherford, R Tewatia, Rashid Khan, K Rabada, R Sai Kishore, Mohammed Siraj, M Prasidh Krishna","PVSN Raju, RG Sharma, RD Rickelton, Tilak Varma, SA Yadav, R Minz, HH Pandya, Naman Dhir, MJ Santner, DL Chahar, TA Boult, Mujeeb Ur Rahman",18,9,League,runs,36.0,197.0,20.0,N
Sunrisers Hyderabad,Delhi Capitals,2025-03-30,Sunrisers Hyderabad,bat,Delhi Capitals,MA Starc,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,"Abhishek Sharma, TM Head, Ishan Kishan, Nithish Kumar Reddy, Aniket Verma, H Klaasen, A Manohar, PJ Cummins, PWA Mulder, HV Patel, Mohammed Shami, Zeeshan Ansari","J Fraser-McGurk, F du Plessis, Abishek Porel, KL Rahul, T Stubbs, AR Patel, V Nigam, MA Starc, Kuldeep Yadav, MM Sharma, Mukesh Kumar",18,10,League,wickets,7.0,164.0,20.0,N
Rajasthan Royals,Chennai Super Kings,2025-03-30,Chennai Super Kings,field,Rajasthan Royals,N Rana,"Barsapara Cricket Stadium, Guwahati",Guwahati,"YBK Jaiswal, SV Samson, N Rana, R Parag, Dhruv Jurel, PWH de Silva, SO Hetmyer, JC Archer, K Kartikeya, M Theekshana, TU Deshpande, Sandeep Sharma","M Pathirana, R Ravindra, RA Tripathi, RD Gaikwad, S Dube, V Shankar, RA Jadeja, MS Dhoni, J Overton, R Ashwin, Noor Ahmad, KK Ahmed",18,11,League,runs,6.0,183.0,20.0,N
Kolkata Knight Riders,Mumbai Indians,2025-03-31,Mumbai Indians,field,Mumbai Indians,Ashwani Kumar,"Wankhede Stadium, Mumbai",Mumbai,"Q de Kock, SP Narine, AM Rahane, A Raghuvanshi, VR Iyer, RK Singh, MK Pandey, AD Russell, Ramandeep Singh, Harshit Rana, SH Johnson, CV Varun","V Puthur, RG Sharma, RD Rickelton, WG Jacks, SA Yadav, Tilak Varma, HH Pandya, Naman Dhir, MJ Santner, DL Chahar, TA Boult, Ashwani Kumar",18,12,League,wickets,8.0,117.0,20.0,N
Lucknow Super Giants,Punjab Kings,2025-04-01,Punjab Kings,field,Punjab Kings,P Simran Singh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,"M Siddharth, AK Markram, MR Marsh, N Pooran, RR Pant, A Badoni, DA Miller, Abdul Samad, SN Thakur, Avesh Khan, Ravi Bishnoi, DS Rathi","YS Chahal, Priyansh Arya, P Simran Singh, SS Iyer, N Wadhera, GJ Maxwell, MP Stoinis, Shashank Singh, Suryansh Shedge, M Jansen, LH Ferguson, Arshdeep Singh",18,13,League,wickets,8.0,172.0,20.0,N
Royal Challengers Bengaluru,Gujarat Titans,2025-04-02,Gujarat Titans,field,Gujarat Titans,Mohammed Siraj,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,"Rasikh Salam, PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, KH Pandya, TH David, B Kumar, JR Hazlewood, Yash Dayal","I Sharma, B Sai Sudharsan, Shubman Gill, JC Buttler, SE Rutherford, M Shahrukh Khan, R Tewatia, Arshad Khan, Rashid Khan, R Sai Kishore, Mohammed Siraj, M Prasidh Krishna",18,14,League,wickets,8.0,170.0,20.0,N
Kolkata Knight Riders,Sunrisers Hyderabad,2025-04-03,Sunrisers Hyderabad,field,Kolkata Knight Riders,VG Arora,"Eden Gardens, Kolkata",Kolkata,"VG Arora, Q de Kock, SP Narine, AM Rahane, A Raghuvanshi, VR Iyer, RK Singh, AD Russell, MM Ali, Ramandeep Singh, Harshit Rana, CV Varun","Zeeshan Ansari, TM Head, Abhishek Sharma, Ishan Kishan, Nithish Kumar Reddy, PHKD Mendis, H Klaasen, Aniket Verma, PJ Cummins, HV Patel, Simarjeet Singh, Mohammed Shami",18,15,League,runs,80.0,201.0,20.0,N
Lucknow Super Giants,Mumbai Indians,2025-04-04,Mumbai Indians,field,Lucknow Super Giants,DS Rathi,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,"Ravi Bishnoi, MR Marsh, AK Markram, N Pooran, RR Pant, A Badoni, DA Miller, Abdul Samad, SN Thakur, Akash Deep, Avesh Khan, DS Rathi","V Puthur, WG Jacks, RD Rickelton, Naman Dhir, SA Yadav, Tilak Varma, HH Pandya, MJ Santner, RA Bawa, DL Chahar, TA Boult, Ashwani Kumar",18,16,League,runs,12.0,204.0,20.0,N
Rajasthan Royals,Punjab Kings,2025-04-05,Punjab Kings,field,Rajasthan Royals,JC Archer,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,"K Kartikeya, YBK Jaiswal, SV Samson, R Parag, N Rana, SO Hetmyer, Dhruv Jurel, PWH de Silva, JC Archer, M Theekshana, Yudhvir Singh, Sandeep Sharma","YS Chahal, Priyansh Arya, P Simran Singh, SS Iyer, MP Stoinis, N Wadhera, GJ Maxwell, Shashank Singh, Suryansh Shedge, M Jansen, Arshdeep Singh, LH Ferguson",18,17,League,runs,25.0,184.0,20.0,N
Delhi Capitals,Chennai Super Kings,2025-04-05,Delhi Capitals,bat,Delhi Capitals,KL Rahul,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"Mukesh Kumar, J Fraser-McGurk, KL Rahul, Abishek Porel, AR Patel, Sameer Rizvi, T Stubbs, Ashutosh Sharma, V Nigam, MA Starc, Kuldeep Yadav, MM Sharma","M Pathirana, R Ravindra, DP Conway, RD Gaikwad, V Shankar, S Dube, RA Jadeja, MS Dhoni, R Ashwin, Noor Ahmad, Mukesh Choudhary, KK Ahmed",18,18,League,runs,50.0,206.0,20.0,N
Sunrisers Hyderabad,Gujarat Titans,2025-04-06,Gujarat Titans,field,Gujarat Titans,Mohammed Siraj,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"Abhishek Sharma, TM Head, Ishan Kishan, Nithish Kumar Reddy, H Klaasen, Aniket Verma, PHKD Mendis, PJ Cummins, Simarjeet Singh, Mohammed Shami, Zeeshan Ansari, JD Unadkat","I Sharma, B Sai Sudharsan, Shubman Gill, JC Buttler, Washington Sundar, SE Rutherford, R Tewatia, M Shahrukh Khan, Rashid Khan, R Sai Kishore, Mohammed Siraj, M Prasidh Krishna",18,19,League,wickets,7.0,153.0,20.0,N
Royal Challengers Bengaluru,Mumbai Indians,2025-04-07,Mumbai Indians,field,Royal Challengers Bengaluru,RM Patidar,"Wankhede Stadium, Mumbai",Mumbai,"PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, TH David, KH Pandya, B Kumar, JR Hazlewood, Yash Dayal, Suyash Sharma","V Puthur, RG Sharma, RD Rickelton, WG Jacks, SA Yadav, Tilak Varma, HH Pandya, Naman Dhir, MJ Santner, DL Chahar, TA Boult, JJ Bumrah",18,20,League,runs,12.0,222.0,20.0,N
Punjab Kings,Chennai Super Kings,2025-04-08,Punjab Kings,bat,Punjab Kings,Priyansh Arya,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,"Priyansh Arya, P Simran Singh, SS Iyer, MP Stoinis, N Wadhera, GJ Maxwell, Shashank Singh, M Jansen, YS Chahal, Arshdeep Singh, LH Ferguson, Yash Thakur","M Pathirana, R Ravindra, DP Conway, RD Gaikwad, S Dube, MS Dhoni, RA Jadeja, V Shankar, R Ashwin, Noor Ahmad, Mukesh Choudhary, KK Ahmed",18,21,League,runs,4.0,239.0,20.0,N
Lucknow Super Giants,Kolkata Knight Riders,2025-04-08,Kolkata Knight Riders,field,Lucknow Super Giants,N Pooran,"Eden Gardens, Kolkata",Kolkata,"AK Markram, MR Marsh, N Pooran, Abdul Samad, DA Miller, RR Pant, A Badoni, SN Thakur, Akash Deep, Avesh Khan, DS Rathi, Ravi Bishnoi","CV Varun, Q de Kock, SP Narine, AM Rahane, VR Iyer, Ramandeep Singh, A Raghuvanshi, AD Russell, RK Singh, Harshit Rana, VG Arora, SH Johnson",18,22,League,runs,18.0,220.0,20.0,N
Gujarat Titans,Rajasthan Royals,2025-04-09,Rajasthan Royals,field,Gujarat Titans,B Sai Sudharsan,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"K Khejroliya, B Sai Sudharsan, Shubman Gill, JC Buttler, M Shahrukh Khan, SE Rutherford, R Tewatia, Rashid Khan, Arshad Khan, R Sai Kishore, Mohammed Siraj, M Prasidh Krishna","Fazalhaq Farooqi, YBK Jaiswal, SV Samson, N Rana, R Parag, Dhruv Jurel, SO Hetmyer, SB Dubey, JC Archer, M Theekshana, TU Deshpande, Sandeep Sharma",18,23,League,runs,58.0,218.0,20.0,N
Royal Challengers Bengaluru,Delhi Capitals,2025-04-10,Delhi Capitals,field,Delhi Capitals,KL Rahul,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,"PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, KH Pandya, TH David, B Kumar, JR Hazlewood, Yash Dayal, Suyash Sharma","F du Plessis, J Fraser-McGurk, Abishek Porel, KL Rahul, AR Patel, T Stubbs, Ashutosh Sharma, V Nigam, MA Starc, Kuldeep Yadav, MM Sharma, Mukesh Kumar",18,24,League,wickets,6.0,164.0,20.0,N
Chennai Super Kings,Kolkata Knight Riders,2025-04-11,Kolkata Knight Riders,field,Kolkata Knight Riders,SP Narine,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"R Ravindra, DP Conway, RA Tripathi, V Shankar, S Dube, R Ashwin, RA Jadeja, DJ Hooda, MS Dhoni, Noor Ahmad, A Kamboj, KK Ahmed","Q de Kock, SP Narine, AM Rahane, RK Singh, VR Iyer, AD Russell, Ramandeep Singh, VG Arora, MM Ali, Harshit Rana, CV Varun",18,25,League,wickets,8.0,104.0,20.0,N
Gujarat Titans,Lucknow Super Giants,2025-04-12,Lucknow Super Giants,field,Lucknow Super Giants,AK Markram,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,"M Prasidh Krishna, B Sai Sudharsan, Shubman Gill, JC Buttler, Washington Sundar, SE Rutherford, M Shahrukh Khan, R Tewatia, Rashid Khan, Arshad Khan, R Sai Kishore, Mohammed Siraj","DS Rathi, AK Markram, RR Pant, N Pooran, A Badoni, DA Miller, Abdul Samad, Himmat Singh, SN Thakur, Akash Deep, Avesh Khan, Ravi Bishnoi",18,26,League,wickets,6.0,181.0,20.0,N
Punjab Kings,Sunrisers Hyderabad,2025-04-12,Punjab Kings,bat,Sunrisers Hyderabad,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"Yash Thakur, Priyansh Arya, P Simran Singh, SS Iyer, N Wadhera, Shashank Singh, GJ Maxwell, MP Stoinis, M Jansen, YS Chahal, Arshdeep Singh, LH Ferguson","E Malinga, TM Head, Abhishek Sharma, H Klaasen, Ishan Kishan, Nithish Kumar Reddy, Aniket Verma, PJ Cummins, HV Patel, Mohammed Shami, Zeeshan Ansari, A Manohar",18,27,League,wickets,8.0,246.0,20.0,N
Rajasthan Royals,Royal Challengers Bengaluru,2025-04-13,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,PD Salt,"Sawai Mansingh Stadium, Jaipur",Jaipur,"K Kartikeya, YBK Jaiswal, SV Samson, R Parag, Dhruv Jurel, SO Hetmyer, N Rana, PWH de Silva, JC Archer, M Theekshana, Sandeep Sharma, TU Deshpande","Suyash Sharma, PD Salt, V Kohli, D Padikkal, RM Patidar, LS Livingstone, JM Sharma, TH David, KH Pandya, B Kumar, JR Hazlewood, Yash Dayal",18,28,League,wickets,9.0,174.0,20.0,N
Mumbai Indians,Delhi Capitals,2025-04-13,Delhi Capitals,field,Mumbai Indians,KV Sharma,"Arun Jaitley Stadium, Delhi",Delhi,"KV Sharma, RG Sharma, RD Rickelton, SA Yadav, Tilak Varma, HH Pandya, Naman Dhir, WG Jacks, MJ Santner, DL Chahar, TA Boult, JJ Bumrah","Mukesh Kumar, J Fraser-McGurk, Abishek Porel, KK Nair, KL Rahul, AR Patel, T Stubbs, Ashutosh Sharma, V Nigam, MA Starc, Kuldeep Yadav, MM Sharma",18,29,League,runs,12.0,206.0,20.0,N
Lucknow Super Giants,Chennai Super Kings,2025-04-14,Chennai Super Kings,field,Chennai Super Kings,MS Dhoni,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,"Ravi Bishnoi, AK Markram, MR Marsh, N Pooran, RR Pant, A Badoni, Abdul Samad, DA Miller, SN Thakur, DS Rathi, Akash Deep, Avesh Khan","M Pathirana, SK Rasheed, R Ravindra, RA Tripathi, RA Jadeja, S Dube, V Shankar, MS Dhoni, J Overton, A Kamboj, Noor Ahmad, KK Ahmed",18,30,League,wickets,5.0,167.0,20.0,N
Punjab Kings,Kolkata Knight Riders,2025-04-15,Punjab Kings,bat,Punjab Kings,YS Chahal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,"Priyansh Arya, P Simran Singh, SS Iyer, JP Inglis, N Wadhera, GJ Maxwell, Suryansh Shedge, Shashank Singh, M Jansen, XC Bartlett, Arshdeep Singh, YS Chahal","CV Varun, Q de Kock, SP Narine, AM Rahane, A Raghuvanshi, VR Iyer, RK Singh, AD Russell, Ramandeep Singh, Harshit Rana, VG Arora, A Nortje",18,31,League,runs,16.0,112.0,20.0,N
